date,solar_produced_per_day,daylight,daylight_avg_temp,avg_cloudcover,avg_direct_radiation,weather,max_wind_speed,max_temp
2020-07-31,27.0,924.0,30.6,0.0,452.0,1,19.4,34.1
2020-08-01,23.0,921.0,23.4,32.0,188.0,3,16.8,25.1
2020-08-02,21.0,918.0,19.9,81.0,164.0,51,18.7,21.7
2020-08-03,23.0,914.0,18.3,74.0,109.0,55,16.7,21.1
2020-08-04,10.0,912.0,21.1,22.0,106.0,3,12.9,22.2
2020-08-05,23.0,908.0,25.7,0.0,435.0,1,17.2,27.9
2020-08-06,26.0,905.0,27.8,21.0,271.0,1,8.8,31.5
2020-08-07,25.0,901.0,31.6,0.0,426.0,0,9.3,33.4
2020-08-08,20.0,899.0,33.2,11.0,341.0,2,16.1,35.0
2020-08-09,23.0,895.0,30.9,18.0,362.0,53,14.5,33.3
2020-08-10,23.0,892.0,31.0,29.0,205.0,1,11.1,33.0
2020-08-11,22.0,888.0,29.5,40.0,67.0,53,15.0,32.0
2020-08-12,20.0,884.0,30.9,5.0,341.0,1,12.4,32.3
2020-08-13,21.0,881.0,27.0,34.0,183.0,61,12.2,31.1
2020-08-14,14.0,877.0,23.3,47.0,143.0,61,16.3,24.8
2020-08-15,17.0,874.0,23.7,38.0,130.0,53,12.8,26.4
2020-08-16,10.0,870.0,23.6,48.0,199.0,61,15.3,29.5
2020-08-17,12.0,867.0,21.9,44.0,232.5,61,22.1,23.5
2020-08-18,18.0,863.0,21.15,36.0,286.5,53,16.9,23.0
2020-08-19,17.0,859.0,23.75,61.5,102.5,55,18.6,26.2
2020-08-20,13.0,856.0,24.5,51.5,59.5,55,18.5,29.9
2020-08-21,15.0,852.0,25.65,23.5,225.0,53,26.3,27.5
2020-08-22,21.0,849.0,20.9,44.0,239.0,51,29.6,21.6
2020-08-23,14.0,845.0,19.6,55.0,193.5,51,27.5,20.5
2020-08-24,13.0,842.0,19.25,68.0,152.5,51,20.6,20.2
2020-08-25,17.0,838.0,18.0,78.5,2.5,53,35.5,21.8
2020-08-26,9.0,835.0,18.5,92.5,21.5,51,41.9,19.0
2020-08-27,8.0,831.0,19.55,71.0,41.0,63,17.4,21.7
2020-08-28,8.0,826.0,17.15,43.5,121.5,63,23.9,21.5
2020-08-29,10.0,823.0,16.0,55.5,86.0,53,15.6,17.7
2020-08-30,11.0,819.0,17.0,54.5,117.5,51,29.1,18.6
2020-08-31,8.0,816.0,17.25,78.0,96.5,51,15.3,18.4
2020-09-01,13.0,812.0,17.1,45.0,113.5,51,13.2,18.5
2020-09-02,11.0,808.0,18.6,52.5,169.5,3,11.2,20.1
2020-09-03,16.0,804.0,18.65,100.0,6.0,61,27.0,22.9
2020-09-04,6.0,800.0,19.3,42.0,83.0,51,21.3,20.9
2020-09-05,15.0,797.0,16.7,46.0,145.0,51,19.4,18.4
2020-09-06,17.0,792.0,17.7,39.0,184.0,51,14.0,18.6
2020-09-07,13.0,789.0,19.3,43.0,178.0,3,13.2,21.0
2020-09-08,17.0,785.0,19.0,91.0,23.0,51,17.1,20.4
2020-09-09,4.0,782.0,20.0,90.0,28.0,53,20.2,24.3
2020-09-10,8.0,777.0,18.8,10.0,302.0,3,9.9,20.3
2020-09-11,20.0,773.0,20.1,18.0,350.0,2,9.4,21.5
2020-09-12,17.0,770.0,19.2,90.0,147.0,3,18.9,20.7
2020-09-13,14.0,766.0,21.0,24.0,334.0,1,14.8,23.2
2020-09-14,19.0,762.0,27.1,0.0,360.0,1,9.8,29.7
2020-09-15,17.0,758.0,29.75,15.0,342.0,1,12.5,33.2
2020-09-16,17.0,755.0,23.8,20.0,231.0,1,21.7,26.2
2020-09-17,18.0,750.0,18.700000000000003,0.0,364.0,2,22.4,20.4
2020-09-18,18.0,746.0,21.1,1.0,319.0,1,20.3,23.6
2020-09-19,18.0,743.0,23.450000000000003,0.0,301.0,1,16.3,25.7
2020-09-20,14.0,738.0,21.55,21.0,321.0,1,14.6,23.9
2020-09-21,17.0,735.0,21.2,0.0,336.0,0,11.4,24.2
2020-09-22,16.0,731.0,20.299999999999997,0.0,239.0,3,10.7,22.9
2020-09-23,16.0,727.0,19.85,56.0,109.5,61,25.9,21.8
2020-09-24,7.0,723.0,15.6,51.5,121.0,63,29.4,18.0
2020-09-25,8.0,719.0,11.0,100.0,56.5,61,38.1,12.7
2020-09-26,5.0,716.0,13.7,59.5,94.0,61,40.7,15.6
2020-09-27,14.0,711.0,14.9,100.0,6.0,61,35.9,15.9
2020-09-28,6.0,707.0,14.7,100.0,0.5,61,20.8,15.6
2020-09-29,1.0,704.0,16.35,95.0,45.5,53,17.9,18.8
2020-09-30,8.0,700.0,17.1,87.0,58.5,51,17.7,18.7
2020-10-01,7.0,696.0,14.4,98.0,0.0,63,22.9,15.7
2020-10-02,4.0,692.0,13.05,91.0,0.5,55,23.4,15.7
2020-10-03,4.0,688.0,12.05,89.5,0.0,61,20.5,14.9
2020-10-04,3.0,685.0,12.7,56.0,118.0,51,38.4,14.1
2020-10-05,10.0,681.0,13.399999999999999,83.0,63.0,61,28.9,14.6
2020-10-06,6.0,676.0,14.149999999999999,54.5,57.5,61,28.8,15.3
2020-10-07,11.0,673.0,13.3,62.0,91.0,53,25.1,14.3
2020-10-08,5.0,669.0,15.850000000000001,100.0,0.0,61,34.6,17.5
2020-10-09,3.0,666.0,13.6,68.0,63.5,51,19.0,15.1
2020-10-10,8.0,661.0,11.4,48.0,173.0,61,25.9,12.2
2020-10-11,6.0,657.0,12.55,59.0,121.0,61,20.1,13.1
2020-10-12,10.0,654.0,12.5,83.5,135.5,51,12.3,13.5
2020-10-13,9.0,650.0,11.3,100.0,15.0,51,18.0,12.1
2020-10-14,4.0,646.0,11.05,100.0,10.0,3,17.6,12.0
2020-10-15,5.0,643.0,10.8,100.0,42.0,51,18.9,11.6
2020-10-16,8.0,638.0,10.8,84.5,39.5,51,13.5,11.2
2020-10-17,5.0,634.0,10.2,80.0,53.0,3,6.6,10.9
2020-10-18,6.0,630.0,11.35,78.0,82.5,51,12.9,12.6
2020-10-19,5.0,627.0,12.5,52.5,114.0,3,18.9,13.7
2020-10-20,7.0,623.0,15.0,88.0,1.5,51,21.9,15.9
2020-10-21,2.0,619.0,18.6,44.5,35.5,61,41.4,20.5
2020-10-22,6.0,616.0,16.25,27.0,110.5,51,20.7,17.1
2020-10-23,5.0,612.0,15.2,51.5,120.0,53,20.3,16.3
2020-10-24,8.0,608.0,14.7,86.5,14.5,51,34.1,15.9
2020-10-25,3.0,605.0,12.7,94.5,2.0,55,33.3,15.5
2020-10-26,2.0,601.0,11.45,49.0,127.0,51,31.3,12.6
2020-10-27,4.0,598.0,11.05,100.0,12.0,55,32.0,12.1
2020-10-28,3.0,594.0,11.55,92.0,15.0,61,32.8,12.5
2020-10-29,4.0,591.0,11.3,91.5,0.5,55,27.4,13.3
2020-10-30,3.0,587.0,14.95,100.0,0.0,51,27.5,15.3
2020-10-31,3.0,583.0,15.100000000000001,18.5,113.5,55,28.3,16.2
2020-11-01,4.0,579.0,16.25,100.0,5.0,61,30.7,18.4
2020-11-02,3.0,576.0,17.4,100.0,4.5,55,36.1,19.1
2020-11-03,2.0,573.0,11.1,23.5,123.5,2,33.9,12.2
2020-11-04,6.0,569.0,9.75,10.0,161.0,1,13.8,11.0
2020-11-05,7.0,565.0,8.35,40.5,78.0,3,8.8,10.4
2020-11-06,8.0,563.0,9.2,18.0,130.0,1,16.6,11.5
2020-11-07,8.0,559.0,13.35,0.5,152.0,1,11.9,14.9
2020-11-08,8.0,555.0,14.75,30.5,100.5,2,13.7,16.5
2020-11-09,5.0,552.0,14.05,11.5,115.5,1,11.7,15.9
2020-11-10,3.0,549.0,12.85,72.0,12.5,53,10.8,14.7
